	HGNC_ID	Gene_symbol	Biological_process	Source	Source_Date	Download_Date
0	HGNC:24086	A1CF	mRNA processing	HPA	20210914	20210914
1	HGNC:18149	A4GALT	Lipid biosynthesis	HPA	20210914	20210914
2	HGNC:18149	A4GALT	Lipid metabolism	HPA	20210914	20210914
3	HGNC:13666	AAAS	mRNA transport	HPA	20210914	20210914
4	HGNC:13666	AAAS	Protein transport	HPA	20210914	20210914
5	HGNC:13666	AAAS	Translocation	HPA	20210914	20210914
6	HGNC:13666	AAAS	Transport	HPA	20210914	20210914
7	HGNC:21298	AACS	Fatty acid metabolism	HPA	20210914	20210914
8	HGNC:21298	AACS	Lipid metabolism	HPA	20210914	20210914
9	HGNC:25662	AAGAB	Protein transport	HPA	20210914	20210914
10	HGNC:25662	AAGAB	Transport	HPA	20210914	20210914
11	HGNC:19679	AAK1	Endocytosis	HPA	20210914	20210914
12	HGNC:18	AAMP	Angiogenesis	HPA	20210914	20210914
13	HGNC:18	AAMP	Differentiation	HPA	20210914	20210914
14	HGNC:19	AANAT	Biological rhythms	HPA	20210914	20210914
15	HGNC:19	AANAT	Melatonin biosynthesis	HPA	20210914	20210914
16	HGNC:15886	AAR2	mRNA processing	HPA	20210914	20210914
17	HGNC:15886	AAR2	mRNA splicing	HPA	20210914	20210914
18	HGNC:20	AARS	Protein biosynthesis	HPA	20210914	20210914
19	HGNC:21022	AARS2	Protein biosynthesis	HPA	20210914	20210914
20	HGNC:28417	AARSD1	Protein biosynthesis	HPA	20210914	20210914
21	HGNC:23993	AASDH	Fatty acid metabolism	HPA	20210914	20210914
22	HGNC:23993	AASDH	Lipid metabolism	HPA	20210914	20210914
23	HGNC:23	ABAT	Neurotransmitter degradation	HPA	20210914	20210914
24	HGNC:29	ABCA1	Cholesterol metabolism	HPA	20210914	20210914
25	HGNC:29	ABCA1	Lipid metabolism	HPA	20210914	20210914
26	HGNC:29	ABCA1	Steroid metabolism	HPA	20210914	20210914
27	HGNC:29	ABCA1	Sterol metabolism	HPA	20210914	20210914
28	HGNC:29	ABCA1	Transport	HPA	20210914	20210914
29	HGNC:30	ABCA10	Transport	HPA	20210914	20210914
30	HGNC:14637	ABCA12	Transport	HPA	20210914	20210914
31	HGNC:32	ABCA2	Transport	HPA	20210914	20210914
32	HGNC:33	ABCA3	Transport	HPA	20210914	20210914
33	HGNC:34	ABCA4	Sensory transduction	HPA	20210914	20210914
34	HGNC:34	ABCA4	Transport	HPA	20210914	20210914
35	HGNC:34	ABCA4	Vision	HPA	20210914	20210914
36	HGNC:35	ABCA5	Transport	HPA	20210914	20210914
37	HGNC:36	ABCA6	Transport	HPA	20210914	20210914
38	HGNC:37	ABCA7	Phagocytosis	HPA	20210914	20210914
39	HGNC:37	ABCA7	Transport	HPA	20210914	20210914
40	HGNC:38	ABCA8	Transport	HPA	20210914	20210914
41	HGNC:39	ABCA9	Transport	HPA	20210914	20210914
42	HGNC:40	ABCB1	Transport	HPA	20210914	20210914
43	HGNC:41	ABCB10	Transport	HPA	20210914	20210914
44	HGNC:42	ABCB11	Transport	HPA	20210914	20210914
45	HGNC:45	ABCB4	Lipid transport	HPA	20210914	20210914
46	HGNC:45	ABCB4	Transport	HPA	20210914	20210914
47	HGNC:46	ABCB5	Differentiation	HPA	20210914	20210914
48	HGNC:46	ABCB5	Transport	HPA	20210914	20210914
49	HGNC:47	ABCB6	Transport	HPA	20210914	20210914
50	HGNC:48	ABCB7	Transport	HPA	20210914	20210914
51	HGNC:49	ABCB8	Ion transport	HPA	20210914	20210914
52	HGNC:49	ABCB8	Potassium transport	HPA	20210914	20210914
53	HGNC:49	ABCB8	Transport	HPA	20210914	20210914
54	HGNC:50	ABCB9	Peptide transport	HPA	20210914	20210914
55	HGNC:50	ABCB9	Protein transport	HPA	20210914	20210914
56	HGNC:50	ABCB9	Transport	HPA	20210914	20210914
57	HGNC:51	ABCC1	Transport	HPA	20210914	20210914
58	HGNC:52	ABCC10	Transport	HPA	20210914	20210914
59	HGNC:14639	ABCC11	Transport	HPA	20210914	20210914
60	HGNC:14640	ABCC12	Transport	HPA	20210914	20210914
61	HGNC:53	ABCC2	Transport	HPA	20210914	20210914
62	HGNC:54	ABCC3	Transport	HPA	20210914	20210914
63	HGNC:55	ABCC4	Transport	HPA	20210914	20210914
64	HGNC:56	ABCC5	Transport	HPA	20210914	20210914
65	HGNC:57	ABCC6	Sensory transduction	HPA	20210914	20210914
66	HGNC:57	ABCC6	Transport	HPA	20210914	20210914
67	HGNC:57	ABCC6	Vision	HPA	20210914	20210914
68	HGNC:59	ABCC8	Transport	HPA	20210914	20210914
69	HGNC:60	ABCC9	Transport	HPA	20210914	20210914
70	HGNC:61	ABCD1	Transport	HPA	20210914	20210914
71	HGNC:66	ABCD2	Transport	HPA	20210914	20210914
72	HGNC:67	ABCD3	Transport	HPA	20210914	20210914
73	HGNC:68	ABCD4	Transport	HPA	20210914	20210914
74	HGNC:69	ABCE1	Host-virus interaction	HPA	20210914	20210914
75	HGNC:72	ABCF3	Antiviral defense	HPA	20210914	20210914
76	HGNC:73	ABCG1	Lipid transport	HPA	20210914	20210914
77	HGNC:73	ABCG1	Transport	HPA	20210914	20210914
78	HGNC:74	ABCG2	Transport	HPA	20210914	20210914
79	HGNC:13884	ABCG4	Transport	HPA	20210914	20210914
80	HGNC:13886	ABCG5	Lipid transport	HPA	20210914	20210914
81	HGNC:13886	ABCG5	Transport	HPA	20210914	20210914
82	HGNC:13887	ABCG8	Lipid transport	HPA	20210914	20210914
83	HGNC:13887	ABCG8	Transport	HPA	20210914	20210914
84	HGNC:15868	ABHD12	Lipid metabolism	HPA	20210914	20210914
85	HGNC:13921	ABHD16A	Lipid metabolism	HPA	20210914	20210914
86	HGNC:18717	ABHD2	Lipid degradation	HPA	20210914	20210914
87	HGNC:18717	ABHD2	Lipid metabolism	HPA	20210914	20210914
88	HGNC:18718	ABHD3	Lipid metabolism	HPA	20210914	20210914
89	HGNC:18718	ABHD3	Phospholipid metabolism	HPA	20210914	20210914
90	HGNC:20154	ABHD4	Lipid degradation	HPA	20210914	20210914
91	HGNC:20154	ABHD4	Lipid metabolism	HPA	20210914	20210914
92	HGNC:21396	ABHD5	Differentiation	HPA	20210914	20210914
93	HGNC:21396	ABHD5	Fatty acid metabolism	HPA	20210914	20210914
94	HGNC:21396	ABHD5	Lipid biosynthesis	HPA	20210914	20210914
95	HGNC:21396	ABHD5	Lipid metabolism	HPA	20210914	20210914
96	HGNC:21396	ABHD5	Phospholipid biosynthesis	HPA	20210914	20210914
97	HGNC:21396	ABHD5	Phospholipid metabolism	HPA	20210914	20210914
98	HGNC:21398	ABHD6	Lipid metabolism	HPA	20210914	20210914
99	HGNC:11320	ABI1	Host-virus interaction	HPA	20210914	20210914
100	HGNC:24011	ABI2	Host-virus interaction	HPA	20210914	20210914
101	HGNC:24011	ABI2	Neurogenesis	HPA	20210914	20210914
102	HGNC:76	ABL1	Apoptosis	HPA	20210914	20210914
103	HGNC:76	ABL1	Autophagy	HPA	20210914	20210914
104	HGNC:76	ABL1	Cell adhesion	HPA	20210914	20210914
105	HGNC:76	ABL1	DNA damage	HPA	20210914	20210914
106	HGNC:76	ABL1	DNA repair	HPA	20210914	20210914
107	HGNC:76	ABL1	Endocytosis	HPA	20210914	20210914
108	HGNC:77	ABL2	Cell adhesion	HPA	20210914	20210914
109	HGNC:30655	ABRA	Protein transport	HPA	20210914	20210914
110	HGNC:30655	ABRA	Transcription	HPA	20210914	20210914
111	HGNC:30655	ABRA	Transcription regulation	HPA	20210914	20210914
112	HGNC:30655	ABRA	Translocation	HPA	20210914	20210914
113	HGNC:30655	ABRA	Transport	HPA	20210914	20210914
114	HGNC:25829	ABRAXAS1	DNA damage	HPA	20210914	20210914
115	HGNC:25829	ABRAXAS1	DNA repair	HPA	20210914	20210914
116	HGNC:28975	ABRAXAS2	Cell cycle	HPA	20210914	20210914
117	HGNC:28975	ABRAXAS2	Cell division	HPA	20210914	20210914
118	HGNC:28975	ABRAXAS2	Mitosis	HPA	20210914	20210914
119	HGNC:28975	ABRAXAS2	Ubl conjugation pathway	HPA	20210914	20210914
120	HGNC:17369	ABT1	Transcription	HPA	20210914	20210914
121	HGNC:17369	ABT1	Transcription regulation	HPA	20210914	20210914
122	HGNC:18275	ABTB1	Protein biosynthesis	HPA	20210914	20210914
123		AC008560.1	DNA damage	HPA	20210914	20210914
124		AC008560.1	DNA repair	HPA	20210914	20210914
125		AC118549.1	Transcription	HPA	20210914	20210914
126		AC118549.1	Transcription regulation	HPA	20210914	20210914
127		AC145212.1	Transcription	HPA	20210914	20210914
128		AC145212.1	Transcription regulation	HPA	20210914	20210914
129		AC233755.1	Adaptive immunity	HPA	20210914	20210914
130		AC233755.1	Immunity	HPA	20210914	20210914
131	HGNC:82	ACAA1	Fatty acid metabolism	HPA	20210914	20210914
132	HGNC:82	ACAA1	Lipid metabolism	HPA	20210914	20210914
133	HGNC:83	ACAA2	Fatty acid metabolism	HPA	20210914	20210914
134	HGNC:83	ACAA2	Lipid metabolism	HPA	20210914	20210914
135	HGNC:84	ACACA	Fatty acid biosynthesis	HPA	20210914	20210914
136	HGNC:84	ACACA	Fatty acid metabolism	HPA	20210914	20210914
137	HGNC:84	ACACA	Lipid biosynthesis	HPA	20210914	20210914
138	HGNC:84	ACACA	Lipid metabolism	HPA	20210914	20210914
139	HGNC:85	ACACB	Fatty acid biosynthesis	HPA	20210914	20210914
140	HGNC:85	ACACB	Fatty acid metabolism	HPA	20210914	20210914
141	HGNC:85	ACACB	Lipid biosynthesis	HPA	20210914	20210914
142	HGNC:85	ACACB	Lipid metabolism	HPA	20210914	20210914
143	HGNC:30211	ACAD11	Fatty acid metabolism	HPA	20210914	20210914
144	HGNC:30211	ACAD11	Lipid metabolism	HPA	20210914	20210914
145	HGNC:87	ACAD8	Branched-chain amino acid catabolism	HPA	20210914	20210914
146	HGNC:87	ACAD8	Transcription	HPA	20210914	20210914
147	HGNC:87	ACAD8	Transcription regulation	HPA	20210914	20210914
148	HGNC:88	ACADL	Fatty acid metabolism	HPA	20210914	20210914
149	HGNC:88	ACADL	Lipid metabolism	HPA	20210914	20210914
150	HGNC:89	ACADM	Fatty acid metabolism	HPA	20210914	20210914
151	HGNC:89	ACADM	Lipid metabolism	HPA	20210914	20210914
152	HGNC:90	ACADS	Fatty acid metabolism	HPA	20210914	20210914
153	HGNC:90	ACADS	Lipid metabolism	HPA	20210914	20210914
154	HGNC:91	ACADSB	Fatty acid metabolism	HPA	20210914	20210914
155	HGNC:91	ACADSB	Lipid metabolism	HPA	20210914	20210914
156	HGNC:92	ACADVL	Fatty acid metabolism	HPA	20210914	20210914
157	HGNC:92	ACADVL	Lipid metabolism	HPA	20210914	20210914
158	HGNC:16467	ACAP1	Protein transport	HPA	20210914	20210914
159	HGNC:16467	ACAP1	Transport	HPA	20210914	20210914
160	HGNC:93	ACAT1	Fatty acid metabolism	HPA	20210914	20210914
161	HGNC:93	ACAT1	Lipid metabolism	HPA	20210914	20210914
162	HGNC:15453	ACBD3	Host-virus interaction	HPA	20210914	20210914
163	HGNC:15453	ACBD3	Lipid biosynthesis	HPA	20210914	20210914
164	HGNC:15453	ACBD3	Lipid metabolism	HPA	20210914	20210914
165	HGNC:15453	ACBD3	Steroid biosynthesis	HPA	20210914	20210914
166	HGNC:23338	ACBD5	Autophagy	HPA	20210914	20210914
167	HGNC:23338	ACBD5	Transport	HPA	20210914	20210914
168	HGNC:13557	ACE2	Host-virus interaction	HPA	20210914	20210914
169	HGNC:18356	ACER1	Lipid metabolism	HPA	20210914	20210914
170	HGNC:18356	ACER1	Sphingolipid metabolism	HPA	20210914	20210914
171	HGNC:23675	ACER2	Lipid metabolism	HPA	20210914	20210914
172	HGNC:23675	ACER2	Sphingolipid metabolism	HPA	20210914	20210914
173	HGNC:16066	ACER3	Lipid metabolism	HPA	20210914	20210914
174	HGNC:16066	ACER3	Sphingolipid metabolism	HPA	20210914	20210914
175	HGNC:108	ACHE	Neurotransmitter degradation	HPA	20210914	20210914
176	HGNC:17066	ACIN1	Apoptosis	HPA	20210914	20210914
177	HGNC:17066	ACIN1	mRNA processing	HPA	20210914	20210914
178	HGNC:17066	ACIN1	mRNA splicing	HPA	20210914	20210914
179	HGNC:1565	ACKR2	Inflammatory response	HPA	20210914	20210914
180	HGNC:23692	ACKR3	Cell adhesion	HPA	20210914	20210914
181	HGNC:23692	ACKR3	Host-virus interaction	HPA	20210914	20210914
182	HGNC:115	ACLY	Lipid biosynthesis	HPA	20210914	20210914
183	HGNC:115	ACLY	Lipid metabolism	HPA	20210914	20210914
184	HGNC:117	ACO1	Tricarboxylic acid cycle	HPA	20210914	20210914
185	HGNC:118	ACO2	Tricarboxylic acid cycle	HPA	20210914	20210914
186	HGNC:33904	ACOD1	Immunity	HPA	20210914	20210914
187	HGNC:33904	ACOD1	Inflammatory response	HPA	20210914	20210914
188	HGNC:33904	ACOD1	Innate immunity	HPA	20210914	20210914
189	HGNC:33128	ACOT1	Fatty acid metabolism	HPA	20210914	20210914
190	HGNC:33128	ACOT1	Lipid metabolism	HPA	20210914	20210914
191	HGNC:18156	ACOT11	Fatty acid metabolism	HPA	20210914	20210914
192	HGNC:18156	ACOT11	Lipid metabolism	HPA	20210914	20210914
193	HGNC:24436	ACOT12	Fatty acid metabolism	HPA	20210914	20210914
194	HGNC:24436	ACOT12	Lipid metabolism	HPA	20210914	20210914
195	HGNC:18431	ACOT2	Fatty acid metabolism	HPA	20210914	20210914
196	HGNC:18431	ACOT2	Lipid metabolism	HPA	20210914	20210914
197	HGNC:19748	ACOT4	Fatty acid metabolism	HPA	20210914	20210914
198	HGNC:19748	ACOT4	Lipid metabolism	HPA	20210914	20210914
199	HGNC:24157	ACOT7	Fatty acid metabolism	HPA	20210914	20210914
200	HGNC:24157	ACOT7	Lipid metabolism	HPA	20210914	20210914
201	HGNC:15919	ACOT8	Fatty acid metabolism	HPA	20210914	20210914
202	HGNC:15919	ACOT8	Host-virus interaction	HPA	20210914	20210914
203	HGNC:15919	ACOT8	Lipid metabolism	HPA	20210914	20210914
204	HGNC:15919	ACOT8	Peroxisome biogenesis	HPA	20210914	20210914
205	HGNC:119	ACOX1	Fatty acid metabolism	HPA	20210914	20210914
206	HGNC:119	ACOX1	Lipid metabolism	HPA	20210914	20210914
207	HGNC:120	ACOX2	Fatty acid metabolism	HPA	20210914	20210914
208	HGNC:120	ACOX2	Lipid metabolism	HPA	20210914	20210914
209	HGNC:121	ACOX3	Fatty acid metabolism	HPA	20210914	20210914
210	HGNC:121	ACOX3	Lipid metabolism	HPA	20210914	20210914
211	HGNC:29609	ACP6	Lipid metabolism	HPA	20210914	20210914
212	HGNC:29609	ACP6	Phospholipid metabolism	HPA	20210914	20210914
213	HGNC:29567	ACSBG1	Fatty acid metabolism	HPA	20210914	20210914
214	HGNC:29567	ACSBG1	Lipid metabolism	HPA	20210914	20210914
215	HGNC:24174	ACSBG2	Differentiation	HPA	20210914	20210914
216	HGNC:24174	ACSBG2	Fatty acid metabolism	HPA	20210914	20210914
217	HGNC:24174	ACSBG2	Lipid metabolism	HPA	20210914	20210914
218	HGNC:24174	ACSBG2	Spermatogenesis	HPA	20210914	20210914
219	HGNC:26101	ACSF2	Fatty acid metabolism	HPA	20210914	20210914
220	HGNC:26101	ACSF2	Lipid metabolism	HPA	20210914	20210914
221	HGNC:27288	ACSF3	Fatty acid metabolism	HPA	20210914	20210914
222	HGNC:27288	ACSF3	Lipid metabolism	HPA	20210914	20210914
223	HGNC:3569	ACSL1	Fatty acid metabolism	HPA	20210914	20210914
224	HGNC:3569	ACSL1	Lipid metabolism	HPA	20210914	20210914
225	HGNC:3570	ACSL3	Fatty acid metabolism	HPA	20210914	20210914
226	HGNC:3570	ACSL3	Lipid metabolism	HPA	20210914	20210914
227	HGNC:3571	ACSL4	Fatty acid metabolism	HPA	20210914	20210914
228	HGNC:3571	ACSL4	Lipid metabolism	HPA	20210914	20210914
229	HGNC:16526	ACSL5	Fatty acid metabolism	HPA	20210914	20210914
230	HGNC:16526	ACSL5	Lipid metabolism	HPA	20210914	20210914
231	HGNC:16496	ACSL6	Fatty acid metabolism	HPA	20210914	20210914
232	HGNC:16496	ACSL6	Lipid metabolism	HPA	20210914	20210914
233	HGNC:18049	ACSM1	Fatty acid metabolism	HPA	20210914	20210914
234	HGNC:18049	ACSM1	Lipid metabolism	HPA	20210914	20210914
235	HGNC:32017	ACSM2A	Fatty acid metabolism	HPA	20210914	20210914
236	HGNC:32017	ACSM2A	Lipid metabolism	HPA	20210914	20210914
237	HGNC:30931	ACSM2B	Fatty acid metabolism	HPA	20210914	20210914
238	HGNC:30931	ACSM2B	Lipid metabolism	HPA	20210914	20210914
239	HGNC:10522	ACSM3	Fatty acid metabolism	HPA	20210914	20210914
240	HGNC:10522	ACSM3	Lipid metabolism	HPA	20210914	20210914
241	HGNC:32016	ACSM4	Fatty acid metabolism	HPA	20210914	20210914
242	HGNC:32016	ACSM4	Lipid metabolism	HPA	20210914	20210914
243	HGNC:26060	ACSM5	Fatty acid metabolism	HPA	20210914	20210914
244	HGNC:26060	ACSM5	Lipid metabolism	HPA	20210914	20210914
245	HGNC:31665	ACSM6	Fatty acid metabolism	HPA	20210914	20210914
246	HGNC:31665	ACSM6	Lipid metabolism	HPA	20210914	20210914
247	HGNC:24124	ACTL6A	DNA damage	HPA	20210914	20210914
248	HGNC:24124	ACTL6A	DNA recombination	HPA	20210914	20210914
249	HGNC:24124	ACTL6A	DNA repair	HPA	20210914	20210914
250	HGNC:24124	ACTL6A	Growth regulation	HPA	20210914	20210914
251	HGNC:24124	ACTL6A	Neurogenesis	HPA	20210914	20210914
252	HGNC:24124	ACTL6A	Transcription	HPA	20210914	20210914
253	HGNC:24124	ACTL6A	Transcription regulation	HPA	20210914	20210914
254	HGNC:160	ACTL6B	Neurogenesis	HPA	20210914	20210914
255	HGNC:160	ACTL6B	Transcription	HPA	20210914	20210914
256	HGNC:160	ACTL6B	Transcription regulation	HPA	20210914	20210914
257	HGNC:166	ACTN4	Protein transport	HPA	20210914	20210914
258	HGNC:166	ACTN4	Transport	HPA	20210914	20210914
259	HGNC:170	ACTR3	Cilium biogenesis/degradation	HPA	20210914	20210914
260	HGNC:14671	ACTR5	DNA damage	HPA	20210914	20210914
261	HGNC:14671	ACTR5	DNA recombination	HPA	20210914	20210914
262	HGNC:14671	ACTR5	DNA repair	HPA	20210914	20210914
263	HGNC:14671	ACTR5	Transcription	HPA	20210914	20210914
264	HGNC:14671	ACTR5	Transcription regulation	HPA	20210914	20210914
265	HGNC:14672	ACTR8	Cell cycle	HPA	20210914	20210914
266	HGNC:14672	ACTR8	Cell division	HPA	20210914	20210914
267	HGNC:14672	ACTR8	DNA damage	HPA	20210914	20210914
268	HGNC:14672	ACTR8	DNA recombination	HPA	20210914	20210914
269	HGNC:14672	ACTR8	DNA repair	HPA	20210914	20210914
270	HGNC:14672	ACTR8	Mitosis	HPA	20210914	20210914
271	HGNC:14672	ACTR8	Transcription	HPA	20210914	20210914
272	HGNC:14672	ACTR8	Transcription regulation	HPA	20210914	20210914
273	HGNC:24027	ACTRT1	Transcription	HPA	20210914	20210914
274	HGNC:24027	ACTRT1	Transcription regulation	HPA	20210914	20210914
275	HGNC:18123	ACVR1C	Apoptosis	HPA	20210914	20210914
276	HGNC:175	ACVRL1	Angiogenesis	HPA	20210914	20210914
277	HGNC:24104	ACY3	Host-virus interaction	HPA	20210914	20210914
278	HGNC:186	ADA	Cell adhesion	HPA	20210914	20210914
279	HGNC:186	ADA	Nucleotide metabolism	HPA	20210914	20210914
280	HGNC:30713	ADAD1	Differentiation	HPA	20210914	20210914
281	HGNC:30713	ADAD1	Spermatogenesis	HPA	20210914	20210914
282	HGNC:31853	ADAL	Nucleotide metabolism	HPA	20210914	20210914
283	HGNC:188	ADAM10	Notch signaling pathway	HPA	20210914	20210914
284	HGNC:190	ADAM12	Cell adhesion	HPA	20210914	20210914
285	HGNC:193	ADAM15	Angiogenesis	HPA	20210914	20210914
286	HGNC:193	ADAM15	Cell adhesion	HPA	20210914	20210914
287	HGNC:193	ADAM15	Collagen degradation	HPA	20210914	20210914
288	HGNC:195	ADAM17	Notch signaling pathway	HPA	20210914	20210914
289	HGNC:196	ADAM18	Differentiation	HPA	20210914	20210914
290	HGNC:196	ADAM18	Spermatogenesis	HPA	20210914	20210914
291	HGNC:198	ADAM2	Cell adhesion	HPA	20210914	20210914
292	HGNC:201	ADAM22	Cell adhesion	HPA	20210914	20210914
293	HGNC:202	ADAM23	Cell adhesion	HPA	20210914	20210914
294	HGNC:1366	ADAMTS13	Blood coagulation	HPA	20210914	20210914
295	HGNC:1366	ADAMTS13	Hemostasis	HPA	20210914	20210914
296	HGNC:14899	ADAMTS14	Collagen degradation	HPA	20210914	20210914
297	HGNC:218	ADAMTS2	Collagen degradation	HPA	20210914	20210914
298	HGNC:13202	ADAMTS9	ER-Golgi transport	HPA	20210914	20210914
299	HGNC:13202	ADAMTS9	Protein transport	HPA	20210914	20210914
300	HGNC:13202	ADAMTS9	Transport	HPA	20210914	20210914
301	HGNC:19706	ADAMTSL4	Apoptosis	HPA	20210914	20210914
302	HGNC:225	ADAR	Antiviral defense	HPA	20210914	20210914
303	HGNC:225	ADAR	Immunity	HPA	20210914	20210914
304	HGNC:225	ADAR	Innate immunity	HPA	20210914	20210914
305	HGNC:225	ADAR	mRNA processing	HPA	20210914	20210914
306	HGNC:225	ADAR	RNA-mediated gene silencing	HPA	20210914	20210914
307	HGNC:226	ADARB1	Antiviral defense	HPA	20210914	20210914
308	HGNC:226	ADARB1	Immunity	HPA	20210914	20210914
309	HGNC:226	ADARB1	Innate immunity	HPA	20210914	20210914
310	HGNC:226	ADARB1	mRNA processing	HPA	20210914	20210914
311	HGNC:227	ADARB2	mRNA processing	HPA	20210914	20210914
312	HGNC:228	ADAT1	tRNA processing	HPA	20210914	20210914
313	HGNC:21172	ADAT2	tRNA processing	HPA	20210914	20210914
314	HGNC:232	ADCY1	Biological rhythms	HPA	20210914	20210914
315	HGNC:232	ADCY1	cAMP biosynthesis	HPA	20210914	20210914
316	HGNC:21285	ADCY10	cAMP biosynthesis	HPA	20210914	20210914
317	HGNC:233	ADCY2	cAMP biosynthesis	HPA	20210914	20210914
318	HGNC:234	ADCY3	cAMP biosynthesis	HPA	20210914	20210914
319	HGNC:234	ADCY3	Olfaction	HPA	20210914	20210914
320	HGNC:234	ADCY3	Sensory transduction	HPA	20210914	20210914
321	HGNC:235	ADCY4	cAMP biosynthesis	HPA	20210914	20210914
322	HGNC:236	ADCY5	cAMP biosynthesis	HPA	20210914	20210914
323	HGNC:237	ADCY6	cAMP biosynthesis	HPA	20210914	20210914
324	HGNC:238	ADCY7	cAMP biosynthesis	HPA	20210914	20210914
325	HGNC:239	ADCY8	cAMP biosynthesis	HPA	20210914	20210914
326	HGNC:240	ADCY9	cAMP biosynthesis	HPA	20210914	20210914
327	HGNC:241	ADCYAP1	Neurogenesis	HPA	20210914	20210914
328	HGNC:242	ADCYAP1R1	Differentiation	HPA	20210914	20210914
329	HGNC:242	ADCYAP1R1	Spermatogenesis	HPA	20210914	20210914
330	HGNC:17849	ADGRA2	Angiogenesis	HPA	20210914	20210914
331	HGNC:17849	ADGRA2	Wnt signaling pathway	HPA	20210914	20210914
332	HGNC:943	ADGRB1	Immunity	HPA	20210914	20210914
333	HGNC:943	ADGRB1	Innate immunity	HPA	20210914	20210914
334	HGNC:943	ADGRB1	Myogenesis	HPA	20210914	20210914
335	HGNC:943	ADGRB1	Neurogenesis	HPA	20210914	20210914
336	HGNC:943	ADGRB1	Phagocytosis	HPA	20210914	20210914
337	HGNC:3336	ADGRE1	Adaptive immunity	HPA	20210914	20210914
338	HGNC:3336	ADGRE1	Immunity	HPA	20210914	20210914
339	HGNC:3337	ADGRE2	Cell adhesion	HPA	20210914	20210914
340	HGNC:3337	ADGRE2	Inflammatory response	HPA	20210914	20210914
341	HGNC:1711	ADGRE5	Cell adhesion	HPA	20210914	20210914
342	HGNC:4512	ADGRG1	Cell adhesion	HPA	20210914	20210914
343	HGNC:4512	ADGRG1	Differentiation	HPA	20210914	20210914
344	HGNC:4512	ADGRG1	Neurogenesis	HPA	20210914	20210914
345	HGNC:17416	ADGRV1	Sensory transduction	HPA	20210914	20210914
346	HGNC:17416	ADGRV1	Vision	HPA	20210914	20210914
347	HGNC:30576	ADI1	Amino-acid biosynthesis	HPA	20210914	20210914
348	HGNC:30576	ADI1	Methionine biosynthesis	HPA	20210914	20210914
349	HGNC:24040	ADIPOR1	Fatty acid metabolism	HPA	20210914	20210914
350	HGNC:24040	ADIPOR1	Lipid metabolism	HPA	20210914	20210914
351	HGNC:24041	ADIPOR2	Fatty acid metabolism	HPA	20210914	20210914
352	HGNC:24041	ADIPOR2	Lipid metabolism	HPA	20210914	20210914
353	HGNC:24043	ADIRF	Differentiation	HPA	20210914	20210914
354	HGNC:24043	ADIRF	Transcription	HPA	20210914	20210914
355	HGNC:24043	ADIRF	Transcription regulation	HPA	20210914	20210914
356	HGNC:257	ADK	Purine salvage	HPA	20210914	20210914
357	HGNC:15766	ADNP	Transcription	HPA	20210914	20210914
358	HGNC:15766	ADNP	Transcription regulation	HPA	20210914	20210914
359	HGNC:23803	ADNP2	Transcription	HPA	20210914	20210914
360	HGNC:23803	ADNP2	Transcription regulation	HPA	20210914	20210914
361	HGNC:25250	ADPGK	Glycolysis	HPA	20210914	20210914
362	HGNC:21304	ADPRHL2	DNA damage	HPA	20210914	20210914
363	HGNC:21304	ADPRHL2	DNA repair	HPA	20210914	20210914
364	HGNC:291	ADSL	Purine biosynthesis	HPA	20210914	20210914
365	HGNC:292	ADSS	Purine biosynthesis	HPA	20210914	20210914
366	HGNC:20093	ADSSL1	Purine biosynthesis	HPA	20210914	20210914
367	HGNC:21214	ADTRP	Lipid metabolism	HPA	20210914	20210914
368	HGNC:303	AEBP1	Transcription	HPA	20210914	20210914
369	HGNC:303	AEBP1	Transcription regulation	HPA	20210914	20210914
370	HGNC:24051	AEBP2	Transcription	HPA	20210914	20210914
371	HGNC:24051	AEBP2	Transcription regulation	HPA	20210914	20210914
372	HGNC:25722	AEN	Apoptosis	HPA	20210914	20210914
373	HGNC:25722	AEN	DNA damage	HPA	20210914	20210914
374	HGNC:307	AES	Transcription	HPA	20210914	20210914
375	HGNC:307	AES	Transcription regulation	HPA	20210914	20210914
376	HGNC:307	AES	Wnt signaling pathway	HPA	20210914	20210914
377	HGNC:7137	AFDN	Cell adhesion	HPA	20210914	20210914
378	HGNC:3776	AFF2	mRNA processing	HPA	20210914	20210914
379	HGNC:3776	AFF2	mRNA splicing	HPA	20210914	20210914
380	HGNC:6473	AFF3	Transcription	HPA	20210914	20210914
381	HGNC:6473	AFF3	Transcription regulation	HPA	20210914	20210914
382	HGNC:17869	AFF4	Transcription	HPA	20210914	20210914
383	HGNC:17869	AFF4	Transcription regulation	HPA	20210914	20210914
384	HGNC:316	AFM	Protein transport	HPA	20210914	20210914
385	HGNC:316	AFM	Transport	HPA	20210914	20210914
386	HGNC:20910	AFMID	Tryptophan catabolism	HPA	20210914	20210914
387	HGNC:25951	AFTPH	Protein transport	HPA	20210914	20210914
388	HGNC:25951	AFTPH	Transport	HPA	20210914	20210914
389	HGNC:16922	AGAP1	Protein transport	HPA	20210914	20210914
390	HGNC:16922	AGAP1	Transport	HPA	20210914	20210914
391	HGNC:16921	AGAP2	Protein transport	HPA	20210914	20210914
392	HGNC:16921	AGAP2	Transport	HPA	20210914	20210914
393	HGNC:320	AGER	Inflammatory response	HPA	20210914	20210914
394	HGNC:5175	AGFG1	Differentiation	HPA	20210914	20210914
